Year,Month,Day,Latitude (N),Longitude (W),Depth (km),Hours,Minutes,Seconds,Mag/Int,Location,Source Catalog
1981,06,17,36.3053,-112.248,8.7,17,32,00,0.4,,Kruger-Knuepfer
1981,06,17,36.255,-112.2921,6.7,07,26,00,0.8,,Kruger-Knuepfer
1981,06,16,36.3443,-112.2523,14.8,23,18,00,1,,Kruger-Knuepfer
1981,06,16,36.295,-112.2981,8.7,12,01,00,0.7,,Kruger-Knuepfer
1981,06,16,36.3031,-112.3137,6.9,06,34,00,-0.1,,Kruger-Knuepfer
1981,06,16,36.3187,-112.2395,11.0,03,03,00,0.4,,Kruger-Knuepfer
1981,06,16,36.3096,-112.2744,7.2,02,00,00,0.3,,Kruger-Knuepfer
1981,06,15,36.3429,-112.2109,7.0,21,18,00,0.6,,Kruger-Knuepfer
1981,06,15,36.3063,-112.2861,8.4,19,13,00,0.1,,Kruger-Knuepfer
1981,06,15,36.3239,-112.242,12.1,18,37,00,0.5,,Kruger-Knuepfer
1981,06,15,36.2952,-112.3424,7.0,17,37,00,0.5,,Kruger-Knuepfer
1981,06,15,36.3247,-112.2737,8.5,17,13,00,0.5,,Kruger-Knuepfer
1981,06,15,36.3254,-112.2685,9.2,05,37,00,0.7,,Kruger-Knuepfer
1981,06,15,36.324,-112.2465,17.8,01,15,00,1,,Kruger-Knuepfer
1981,06,14,36.3027,-112.3409,12.4,22,11,00,0.9,,Kruger-Knuepfer
1981,06,14,36.3038,-112.3285,5.4,21,54,00,0.5,,Kruger-Knuepfer
1981,06,14,36.303,-112.2997,7.7,21,45,00,0.4,,Kruger-Knuepfer
1981,06,12,36.3037,-112.3007,7.0,13,50,00,0.9,,Kruger-Knuepfer
1981,06,10,36.3267,-112.2565,7.2,13,08,00,0.5,,Kruger-Knuepfer
1981,06,10,36.3239,-112.2638,7.0,07,18,00,0.5,,Kruger-Knuepfer
1981,06,10,36.3429,-112.2283,8.3,07,18,00,-0,,Kruger-Knuepfer
1981,06,09,36.421,-112.1743,17.1,14,57,00,2,,Kruger-Knuepfer
1981,03,16,32.567,-114.683,5.0,06,12,00,3.1,,PAS
1981,03,16,32.6393,-114.4348,6.0,04,12,00,2.65,,CI
1981,03,16,32.3837,-114.785,6.0,04,01,00,2.71,,CI
1981,03,13,35.948,-114.799,2.0,00,09,00,3.2,,NEI
1981,02,24,33.5087,-114.3098,6.0,19,15,00,2.43,,CI
1981,01,12,35.658,-113.469,5.0,08,59,00,3.5,,NEI
1980,09,15,33.627,-113.497,14.0,23,59,00,2.36,,CISN
1980,07,31,36.8413,-112.1283,7.0,04,33,00,2.3,,UU
1980,07,23,32.8023,-114.4432,0.04,02,42,00,1.82,,CI
1980,07,14,36.51,-112.32,10.0,14,53,00,2.4,,AEIC
1980,07,14,36.52,-112.34,17.0,13,27,00,2.7,,AEIC
1980,07,14,36.54,-112.6,2.0,12,19,00,1.9,,AEIC
1980,07,14,36.5,-112.33,15.0,12,11,00,2.7,,AEIC
1980,07,14,36.5,-112.33,13.0,11,46,00,2.8,,AEIC
1980,07,10,36.71,-112.32,22.0,03,33,00,2.6,,AEIC
1980,06,17,32.4547,-114.7707,6.0,18,08,00,2,,CI
1980,06,09,32.36,-115.22,5.0,23,33,00,4.3,,CDMG
1980,06,09,32.29,-115.13,5.0,10,00,00,4.5,,CDMG
1980,06,09,32.22,-114.98,5.0,03,28,00,6.4,,CDMG
1980,06,01,35.391,-111.986,5.0,08,40,00,3.6,,NEI
1980,04,29,36.9267,-113.4905,7.0,18,25,00,2.7,,UU
1980,04,24,33.0537,-114.6457,6.0,13,24,00,1.9,,CI
1979,12,27,34.603,-113.629,13.0,15,56,00,2.3,,CISN
1979,12,24,37.0185,-112.2212,7.0,05,37,00,1.2,,UU
1979,12,21,32.78,-115.38,5.0,20,40,00,4.6,,CDMG
1979,12,21,36.9832,-112.5063,7.0,04,48,00,2.2,,UU
1979,12,11,33.65,-111.1,0.0,20,35,00,2.5,,AEIC
1979,11,21,36.9068,-112.852,7.0,16,50,00,2.7,,UU
1979,10,15,32.667,-115.359,15.0,23,16,00,6.4,,SCEC
1979,10,05,35.05,-111.56,14.0,00,00,00,2,,AEIC
1979,09,04,36.9197,-113.5597,7.0,18,22,00,2.3,,UU
1979,08,05,36.8053,-113.9185,7.0,19,32,00,2.5,,UU
1979,08,05,36.9815,-113.668,7.0,19,10,00,3.6,,UU
1979,07,06,32.6265,-114.7895,6.0,07,50,00,1.6,,CI
1979,07,01,32.2415,-114.3197,6.0,09,46,00,2.01,,CI
1979,04,20,32.486,-114.0163,6.0,16,59,00,2,,CI
1979,04,01,32.006,-112.692,8.0,22,18,00,2.5,,CISN
1978,12,27,33.6433,-114.3905,6.0,00,10,00,2.2,,CI
1978,12,18,37.078,-112.5257,7.0,07,49,00,1.7,,UU
1978,10,06,32.427,-114.068,6.0,21,29,00,2.28,,CI
1978,08,29,32.382,-114.4763,10.0,12,13,00,2.14,,CI
1978,07,07,32.469,-114.0765,10.0,16,14,00,2.21,,CI
1978,06,06,36.9592,-111.9212,7.0,13,31,00,2.4,,UU
1978,05,05,32.25,-115.32,6.0,22,42,00,4.1,,CDMG
1978,05,05,32.21,-115.3,6.0,21,03,00,5.2,,CDMG
1978,03,16,32.31,-115.11,6.0,01,51,00,4.1,,CDMG
1978,03,12,32.28,-115.12,6.0,18,42,00,4.8,,CDMG
1978,03,12,32.29,-115.12,6.0,00,30,00,4.5,,CDMG
1978,03,11,32.42,-115.15,6.0,23,57,00,4.8,,CDMG
1978,02,20,34.891,-113.248,19.0,21,07,00,0,,CISN
1978,02,14,32.147,-112.553,10.0,18,49,00,2.8,,CISN
1978,01,26,32.341,-112.62,15.0,22,33,00,2.5,,CISN
1977,11,29,36.82,-110.987,7.0,21,31,00,3,,UU
1977,11,14,32.82,-115.46,10.0,10,41,00,4.3,,CDMG
1977,11,10,33.01,-113.35,0.0,14,30,00,IV,,AZGS
1977,10,21,34.634,-112.479,10.0,02,55,00,2.5,,NEI
1977,08,12,36.7882,-110.922,7.0,04,17,00,2.6,,UU
1977,03,05,35.91,-108.29,22.0,03,00,00,3.7,,AEIC
1977,01,24,34.5992,-114.3433,0.54,22,01,00,2.2,,CI
1977,01,17,32.47,-115.19,26.0,11,13,00,4.2,,CDMG
1976,12,13,32.528,-114.708,4.85,11,06,00,-0,,CI
1976,12,11,32.516,-114.725,3.38,10,47,00,-0,,CI
1976,12,07,31.98,-114.78,8.0,12,59,00,5.7,,AZGS
1976,12,04,32.623,-114.503,0.01,04,10,00,-0,,CI
1976,11,24,32.737,-114.727,0.0,23,13,00,-0,,CI
1976,11,19,32.726,-114.724,0.01,23,11,00,-0,,CI
1976,11,04,32.08,-115.6,0.0,10,40,00,5,,CDMG
1976,10,27,32.464,-114.76,11.21,10,16,00,2.62,,CI
1976,10,19,35.976,-114.819,5.0,01,59,00,-0,,NEI
1976,10,04,36.026,-114.735,5.0,14,48,00,3,,NEI
1976,08,22,32.53,-114.752,6.0,01,12,00,-0,,CI
1976,08,18,32.72,-114.62,0.0,04,00,00,IV,,AZGS
1976,08,09,35.54,-111.68,5.0,21,43,00,2.9,,AEIC
1976,08,07,35.57,-111.98,6.0,08,48,00,2,,AEIC
1976,07,17,32.658,-114.53,6.0,08,29,00,-0,,CI
1976,07,16,35.29,-111.55,21.0,04,21,00,2.1,,AEIC
1976,05,20,35.47,-109.04,5.0,19,43,00,2.5,,AEIC
1976,05,04,34.7,-112.54,10.0,10,06,00,3,,AEIC
1976,05,04,34.702,-112.535,10.0,10,06,00,3,,NEI
1976,04,19,35.65,-109.1,5.0,23,35,00,3.5,,AZGS
1976,03,18,32.368,-114.673,6.0,00,24,00,1.8,,CI
1976,02,28,35.91,-111.79,5.0,20,53,00,3,,AEIC
1976,02,23,34.68,-112.43,10.0,14,09,00,3.5,,AEIC
1976,02,21,34.524,-112.705,10.0,03,36,00,2.8,,NEI
1976,02,09,34.614,-112.53,10.0,03,07,00,4.6,,NEI
1976,02,08,32.49,-114.78,0.0,09,30,00,III,,AZGS
1976,02,05,34.703,-112.574,10.0,21,02,00,2.9,,NEI
1976,02,04,34.655,-112.5,12.0,00,04,00,5.1,,NEI
1976,02,04,34.66,-112.5,10.0,00,04,00,5,,AZGS
1976,01,10,32.08,-115.47,0.0,12,58,00,5,,CDMG
1976,01,05,35.84,-108.34,0.0,06,23,00,4.1,,AEIC
1975,10,06,34.186,-114.105,4.44,22,29,00,2.4,,CI
1975,09,08,32.55,-114.33,0.0,22,25,00,2.9,,AEIC
1975,06,20,32.76,-115.4,10.0,05,48,00,4.2,,CDMG
1975,06,20,32.82,-115.45,2.0,02,22,00,4.2,,CDMG
1975,04,28,32.339,-114.477,6.0,13,02,00,2.68,,CI
1975,02,16,32.72,-114.62,0.0,00,19,00,IV,,AZGS
1975,01,23,32.95,-115.49,4.0,17,02,00,4.8,,CDMG
1975,01,08,32.365,-114.754,19.36,02,19,00,2.68,,CI
1974,12,24,33.9,-111.9,4.0,05,47,00,3,,AEIC
1974,12,20,33.86,-111.88,4.0,03,01,00,2.5,,NEI
1974,12,20,33.87,-112.08,10.0,03,01,00,2.5,,AEIC
1974,12,06,32.71,-115.39,24.0,12,13,00,4.5,,CDMG
1974,10,04,34.54,-113.02,17.0,18,59,00,3.9,,AEIC
1974,03,14,34.24,-112.7,0.0,20,59,00,4.1,,USGS_PDE
1974,03,04,32.5523,-114.7788,3.89,08,03,00,2.7,,CI
1973,12,26,36.081,-114.639,5.0,06,18,00,3.1,,NEI
1973,04,19,34.3,-112.62,0.0,16,59,00,4.5,,USGS_PDE
1973,04,12,35.416,-113.718,8.0,10,57,00,-0,,NEI
1973,02,09,36.43,-110.43,5.0,17,38,00,3.2,,AEIC
1973,02,09,36.43,-110.425,5.0,17,38,00,3.2,,NEI
1972,07,01,37.0882,-113.4918,7.0,23,45,00,2.3,,UU
1972,04,20,35.31,-111.64,5.0,13,28,00,3.7,,AEIC
1972,04,20,35.311,-111.64,5.0,13,28,00,3.7,,NEI
1972,02,21,32.2,-111.0,0.0,06,09,00,II,,AEIC
1971,12,15,36.79,-111.82,5.0,12,58,00,3,,AEIC
1971,12,15,36.791,-111.824,5.0,12,58,00,3,,NEI
1971,11,04,35.22,-112.168,5.0,02,18,00,3.7,,NEI
1971,11,04,35.2,-112.2,5.0,02,18,00,3,,AEIC
1971,05,23,35.02,-113.89,0.0,21,31,00,3,,AEIC
1971,05,23,35.017,-113.888,5.0,21,31,00,3,,NEI
1971,05,06,36.419,-113.084,5.0,16,57,00,2.2,,NEI
1971,05,01,36.518,-113.375,5.0,03,11,00,2.9,,NEI
1971,05,01,36.601,-110.481,5.0,02,11,00,2,,NEI
1971,03,29,35.982,-114.749,4.0,13,22,00,2.1,,NEI
1971,03,27,36.762,-112.393,5.0,04,39,00,2.6,,NEI
1971,03,14,36.478,-110.437,5.0,18,14,00,2.2,,NEI
1970,12,18,36.012,-114.806,3.0,11,00,00,2.3,,NEI
1970,12,18,35.99,-114.771,7.0,09,18,00,3.7,,NEI
1970,12,18,35.981,-114.771,7.0,08,21,00,3,,NEI
1970,12,18,36.001,-114.777,3.0,04,01,00,2.6,,NEI
1970,12,16,36.679,-113.748,5.0,13,46,00,2.2,,NEI
1970,12,16,36.844,-113.715,5.0,13,44,00,2.6,,NEI
1970,12,03,35.874,-111.906,5.0,03,47,00,2.8,,NEI
1970,12,02,35.98,-114.783,2.0,12,23,00,3.4,,NEI
1970,11,24,36.357,-112.273,6.0,16,47,00,3,,NEI
1970,11,24,36.36,-112.27,6.0,16,47,00,3,,AEIC
1970,09,16,35.19,-111.65,0.0,12,17,00,II,,AZGS
1970,04,26,36.004,-114.688,5.0,02,29,00,2.7,,NEI
1970,04,25,36.019,-114.734,5.0,08,25,00,3,,NEI
1969,12,25,33.4,-110.6,15.0,12,49,00,4.4,,AEIC
1968,05,06,37.0485,-112.553,7.0,18,26,00,2.3,,UU
1967,09,04,36.2,-111.7,0.0,22,27,00,4.6,,AEIC
1967,08,07,36.4,-112.6,0.0,15,40,00,4,,AEIC
1967,08,07,36.5,-112.4,0.0,15,24,00,3.89,,AEIC
1967,06,14,35.28,-112.24,28.0,22,11,00,3.2,,AEIC
1967,05,26,36.42,-111.56,11.0,06,48,00,3,,AEIC
1967,05,21,34.29,-110.57,11.0,17,00,00,3.8,,AEIC
1967,05,21,34.291,-110.565,9.0,17,00,00,3.8,,NEI
1967,05,01,34.457,-112.864,26.0,18,48,00,3.8,,NEI
1967,03,28,35.45,-111.73,5.0,03,48,00,2.8,,AEIC
1967,03,02,34.475,-110.964,14.0,06,29,00,3.9,,NEI
1966,12,01,36.2,-113.9,26.0,09,20,00,3.7,,NEI
1966,10,03,35.8,-111.6,34.0,16,03,00,4.4,,NEI
1966,08,07,31.8,-114.5,16.0,17,36,00,6.3,,CalTech
1966,07,23,35.4702,-114.5945,6.0,22,55,00,3.76,,CI
1966,06,17,36.6,-113.5,0.0,20,12,00,3.5,,UUSS
1966,06,14,36.4,-113.3,0.0,10,45,00,3.3,,UUSS
1966,06,08,36.7,-113.4,20.0,21,34,00,3.4,,UUSS
1966,06,08,37.0,-113.8,0.0,18,47,00,3.2,,UUSS
1966,05,05,36.8167,-112.3857,7.0,06,15,00,2.6,,UU
1966,05,05,37.031,-112.3825,7.0,03,32,00,2.8,,UU
1966,05,02,36.4,-112.5,0.0,14,59,00,3.5,,UUSS
1966,04,28,35.6,-113.0,20.0,00,42,00,2.9,,AEIC
1966,04,13,36.7,-112.9,0.0,09,36,00,3.3,,UUSS
1966,01,22,36.57,-111.99,0.0,12,16,00,2.7,,AEIC
1965,11,26,31.8,-112.7,33.0,13,57,00,4.1,,NEI
1965,06,07,36.1,-112.2,15.0,14,28,00,3.7,,AEIC
1965,05,15,35.9,-114.8,5.0,06,25,00,3.8,,NEI
1965,05,03,36.0,-114.7,16.0,03,30,00,4.2,,AEIC
1965,03,13,32.2,-111.4,0.0,08,46,00,4.4,,AEIC
1964,09,06,34.2,-114.0,15.0,18,51,00,3.3,,AEIC
1964,08,28,37.0338,-113.141,7.0,06,50,00,2.5,,UU
1964,05,15,32.4565,-114.7632,6.0,19,56,00,4.4,,CI
1964,04,16,32.5,-113.2,33.0,06,45,00,4.1,,NEI
1963,11,02,32.4,-113.7,14.0,08,47,00,4.7,,AEIC
1963,09,11,33.2,-110.7,33.0,11,59,00,4.2,,NEI
1963,09,11,33.2,-110.7,33.0,11,59,00,4.1,,AZGS
1963,06,29,34.81,-114.54,0.0,03,03,00,2.7,,AEIC
1963,06,15,34.57,-112.07,0.0,19,47,00,2.6,,AEIC
1963,05,27,36.05,-114.65,0.0,22,19,00,2.5,,AEIC
1963,05,19,35.46,-114.21,0.0,22,55,00,2.9,,AEIC
1963,05,18,36.1,-114.7,5.0,20,58,00,4.4,,NEI
1963,05,10,35.04,-113.82,0.0,23,49,00,2.7,,AEIC
1962,10,01,36.14,-111.74,0.0,13,11,00,2.5,,AEIC
1962,05,09,32.06,-110.32,0.0,16,39,00,2.9,,AEIC
1962,03,17,36.45,-110.4,0.0,22,27,00,2.9,,AEIC
1962,03,16,36.88,-109.72,0.0,23,18,00,2.8,,AEIC
1962,03,07,32.29,-109.77,0.0,19,57,00,2.9,,AEIC
1962,03,02,36.96,-113.48,0.0,08,46,00,2.6,,AEIC
1962,02,15,36.9,-112.4,26.0,07,12,00,4.5,,UUSS
1962,02,15,36.896,-112.399,0.0,07,03,00,2.93,,Brumbaugh
1962,01,20,36.45,-110.4,0.0,15,15,00,2.6,,AEIC
1962,01,17,36.95,-112.5,0.0,16,09,00,IV,,AZGS
1961,12,03,32.38,-109.96,0.0,19,56,00,2.6,,AEIC
1961,09,12,32.57,-115.45,12.0,19,18,00,4.9,,CDMG
1959,11,10,36.95,-112.5,0.0,06,58,00,IV,,AZGS
1959,10,13,35.5,-111.5,0.0,08,15,00,5,,AEIC
1959,10,05,36.95,-112.5,0.0,08,10,00,IV,,AZGS
1959,07,21,36.8,-112.37,16.0,17,39,00,5.5,,AEIC
1959,07,21,36.8,-112.37,0.0,12,39,00,5.75,,Brumbaugh
1959,04,27,32.07,-115.23,0.0,17,45,00,4.5,,CDMG
1959,02,11,35.19,-111.65,0.0,14,01,00,V,,AZGS
1958,12,01,32.25,-115.75,0.0,03,21,00,5.8,,CDMG
1958,09,18,31.4,-109.85,0.0,06,03,00,V,,AZGS
1957,05,26,33.2,-115.9,0.0,15,59,00,5,,CDMG
1957,04,25,33.18,-115.85,0.0,21,57,00,5.2,,CDMG
1956,02,14,31.5,-115.5,0.0,18,33,00,6.3,,AZGS
1956,02,09,31.75,-115.92,0.0,14,32,00,6.5,,CDMG
1955,12,17,33.0,-115.5,0.0,06,07,00,5.2,,CDMG
1955,04,25,32.33,-115.0,0.0,10,43,00,5.2,,CDMG
1954,11,12,31.5,-116.0,0.0,12,26,00,6.3,,CDMG
1954,02,01,32.3,-115.3,0.0,13,05,00,5.1,,CDMG
1954,02,01,32.3,-115.3,0.0,05,10,00,4.6,,CDMG
1954,02,01,32.3,-115.3,0.0,04,32,00,5.6,,CDMG
1954,02,01,32.3,-115.3,0.0,04,23,00,5.2,,CDMG
1953,10,08,34.66,-111.01,0.0,20,19,00,V,,AZGS
1953,06,14,32.95,-115.72,0.0,04,17,00,5.5,,CDMG
1953,05,04,32.72,-114.62,0.0,14,56,00,III,,AZGS
1952,10,22,32.0,-113.5,0.0,19,46,00,5.1,,AZGS
1952,03,16,32.12,-115.28,0.0,22,11,00,4.5,,CDMG
1952,03,16,32.12,-115.28,0.0,19,59,00,4.1,,CDMG
1952,02,20,36.0,-114.7,0.0,13,41,00,V,,AEIC
1952,02,08,36.0,-114.7,0.0,08,59,00,V,,AEIC
1951,12,05,33.1,-115.4,0.0,15,53,00,4.5,,CDMG
1951,03,05,36.95,-112.5,0.0,23,00,00,IV,,AZGS
1951,01,24,32.98,-115.73,0.0,07,17,00,5.8,,CDMG
1950,07,29,33.12,-115.57,0.0,14,36,00,5.5,,CDMG
1950,02,02,32.0,-113.0,0.0,10,37,00,4.2,,NEI
1950,01,17,35.71,-109.54,0.0,00,53,00,VII,,AZGS
1949,11,02,37.11,-113.57,0.0,02,30,00,4.7,,UU
1948,12,03,35.03,-110.7,0.0,18,45,00,V,,AZGS
1948,08,08,36.8,-112.1,0.0,23,20,00,V,,AZGS
1948,01,24,36.1,-111.5,0.0,02,57,00,IV,,AZGS
1947,10,27,35.75,-111.48,0.0,04,15,00,IV,,AZGS
1946,11,26,36.1,-114.0,0.0,22,49,00,V,,AEIC
1945,10,19,34.0,-114.0,0.0,16,57,00,-0,,NEI
1945,01,07,36.5,-111.8,0.0,22,25,00,V,,AEIC
1944,01,31,36.9,-112.5,0.0,04,24,00,IV,,AZGS
1943,12,21,35.19,-111.65,0.0,08,00,00,IV,,AZGS
1942,10,21,32.97,-116.0,0.0,15,22,00,6.4,,CDMG
1942,09,09,36.0,-114.7,0.0,04,15,00,V,,AEIC
1942,01,08,35.19,-111.65,0.0,02,42,00,III,,AZGS
1941,09,03,36.0,-114.7,0.0,21,25,00,III,,AEIC
1941,05,21,35.9,-114.6,0.0,16,25,00,IV,,AEIC
1941,03,28,35.9,-114.6,0.0,05,30,00,III,,AEIC
1941,03,22,36.0,-114.6,0.0,12,08,00,IV,,AEIC
1941,03,21,35.9,-114.6,0.0,00,00,00,IV,,AEIC
1940,10,16,35.19,-111.65,0.0,13,25,00,V,,AZGS
1940,06,06,32.76,-114.36,0.0,05,42,00,V,,AZGS
1940,05,19,32.67,-114.14,0.0,18,06,00,4.5,,CDMG
1940,05,19,32.77,-115.48,0.0,06,35,00,5.5,,CDMG
1940,05,19,32.77,-115.48,0.0,05,51,00,5.5,,CDMG
1940,05,19,32.76,-115.48,0.0,04,55,00,5.5,,CDMG
1940,05,19,32.84,-115.38,6.0,04,36,00,6.9,,SCEC
1939,06,04,33.05,-109.3,0.0,05,00,00,V,,AZGS
1939,06,04,32.75,-109.1,0.0,01,19,00,4.5,,NMBMG
1939,05,04,36.0,-114.8,0.0,22,36,00,4,,CDMG
1939,05,04,36.0,-114.8,0.0,21,53,00,4,,CDMG
1939,05,04,35.97,-114.82,0.0,20,44,00,5,,CDMG
1939,03,09,36.1,-112.1,0.0,13,30,00,VI,,AZGS
1939,02,20,36.1,-112.1,0.0,22,35,00,III,,AEIC
1939,02,19,36.05,-112.14,0.0,11,00,00,IV,,AZGS
1938,12,28,33.05,-109.3,0.0,22,07,00,V,,AZGS
1938,11,27,33.2,-108.6,0.0,00,13,00,IV,,AZGS
1938,11,02,33.2,-108.6,0.0,09,00,00,4.5,,NMBMG
1938,11,01,33.0,-108.7,0.0,08,26,00,III,,AZGS
1938,09,29,33.05,-109.3,0.0,23,32,00,4.5,,NMBMG
1938,09,24,32.62,-109.97,0.0,18,00,00,IV,,AZGS
1938,09,20,33.25,-108.6,0.0,06,40,00,4.5,,NMBMG
1938,09,19,32.72,-109.1,0.0,06,31,00,V,,AZGS
1938,09,18,32.27,-109.23,0.0,23,45,00,IV,,AZGS
1938,09,18,32.72,-109.1,0.0,23,30,00,V,,AZGS
1938,09,17,33.2,-108.6,0.0,17,20,00,5.5,,AZGS
1938,06,06,32.25,-115.17,0.0,12,35,00,4,,CDMG
1938,06,06,32.9,-115.22,0.0,02,42,00,4.8,,CDMG
1937,12,17,35.19,-111.65,0.0,23,30,00,IV,,AZGS
1937,07,21,33.46,-112.07,0.0,23,55,00,V,,AZGS
1937,07,20,35.33,-112.88,0.0,22,49,00,V,,AZGS
1937,04,08,35.71,-109.54,0.0,12,00,00,VI,,AZGS
1936,12,25,32.4573,-114.7658,6.0,08,37,00,3.14,,CI
1936,04,07,32.9,-115.22,0.0,22,53,00,4.7,,SCEC
1936,02,25,35.19,-114.06,0.0,06,30,00,IV,,AZGS
1936,01,12,36.05,-112.14,0.0,00,00,00,V,,AZGS
1935,12,20,32.81,-115.3,6.0,07,45,00,5.3,,SCEC
1935,12,05,36.95,-112.5,0.0,21,25,00,IV,,AZGS
1935,10,28,33.46,-112.07,0.0,02,09,00,II,,AZGS
1935,02,25,32.6208,-114.7778,6.0,08,48,00,3.12,,CI
1935,02,25,32.65,-114.85,6.0,03,44,00,3.34,,CI
1935,02,24,31.98,-115.2,0.0,08,20,00,4.5,,CDMG
1935,02,24,32.6803,-114.8792,6.0,05,34,00,3.31,,CI
1935,02,24,31.98,-115.2,0.0,01,45,00,5.5,,CDMG
1935,02,17,32.0,-115.0,0.0,11,47,00,4,,CDMG
1935,01,15,36.05,-112.14,0.0,08,50,00,II,,AZGS
1935,01,10,36.05,-112.14,0.0,08,10,00,VI,,AZGS
1935,01,05,36.05,-112.14,0.0,04,25,00,V,,AZGS
1935,01,03,36.95,-112.5,0.0,14,35,00,IV,,AZGS
1935,01,02,32.67,-114.14,0.0,07,30,00,VI,,AZGS
1935,01,01,36.05,-112.14,0.0,08,50,00,VI,,AZGS
1934,12,31,32.0,-114.75,0.0,18,45,00,7,,CDMG
1934,12,30,32.2,-115.5,0.0,13,52,00,6.5,,CDMG
1934,12,25,36.95,-112.5,0.0,12,20,00,V,,AZGS
1934,05,14,31.0,-114.5,0.0,13,14,00,5.5,,CDMG
1934,03,12,35.1,-110.9,0.0,00,00,00,III,,AZGS
1934,01,11,31.91,-109.82,0.0,07,15,00,V,,AZGS
1934,01,04,32.7,-115.12,0.0,21,53,00,4.5,,CDMG
1933,11,27,34.42,-112.91,0.0,00,00,00,V,,AZGS
1932,12,29,32.72,-114.62,0.0,05,17,00,IV,,AZGS
1932,04,29,32.25,-115.66,0.0,16,52,00,4,,CDMG
1932,02,08,34.9,-112.19,0.0,06,30,00,II,,AZGS
1931,07,30,32.72,-114.62,0.0,05,23,00,IV,,AZGS
1931,07,28,34.7,-112.0,0.0,08,35,00,VI,,AZGS
1931,04,17,34.53,-110.05,0.0,12,38,00,V,,AZGS
1930,07,16,34.2,-112.5,0.0,19,00,00,V,,AZGS
1930,02,26,33.0,-115.5,0.0,02,30,00,5,,CDMG
1928,07,18,32.45,-115.25,0.0,06,48,00,IV,,AZGS
1927,09,05,32.72,-114.62,0.0,22,20,00,IV,,AZGS
1927,02,12,32.97,-115.49,0.0,08,58,00,V,,AZGS
1927,02,11,31.54,-110.75,0.0,03,40,00,V,,AZGS
1927,01,16,32.67,-115.49,0.0,19,05,00,IV,,AZGS
1927,01,01,32.5,-115.5,0.0,09,13,00,5.5,,CDMG
1927,01,01,32.5,-115.5,0.0,08,17,00,5.8,,CDMG
1924,03,21,32.72,-114.62,0.0,19,30,00,IV,,AZGS
1923,12,02,32.72,-114.62,0.0,17,05,00,IV,,AZGS
1923,11,07,32.5,-115.5,0.0,23,57,00,5.5,,CDMG
1923,11,05,32.5,-115.5,0.0,22,07,00,5,,CDMG
1923,09,30,34.2,-111.5,0.0,18,27,00,IV,,AZGS
1923,09,28,35.19,-111.65,0.0,00,00,00,IV,,AZGS
1922,06,17,33.38,-110.86,0.0,23,42,00,VI,,AZGS
1922,06,16,32.7,-114.7,0.0,21,01,00,V,,AZGS
1921,04,06,34.9,-110.16,0.0,21,07,00,VI,,AZGS
1921,03,28,32.72,-114.62,0.0,00,00,00,III,,AZGS
1921,03,26,32.72,-114.62,0.0,23,11,00,IV,,AZGS
1921,03,25,32.72,-114.62,0.0,00,35,00,IV,,AZGS
1919,09,30,32.45,-115.25,0.0,06,37,00,5.9,,CDMG
1919,05,23,35.19,-111.65,0.0,10,05,00,III,,AZGS
1919,02,19,32.75,-116.0,0.0,04,58,00,4.5,,CDMG
1918,05,01,32.5,-115.5,0.0,03,32,00,5.6,,CDMG
1918,04,28,35.19,-111.65,0.0,11,58,00,IV,,AZGS
1918,04,20,35.19,-111.65,0.0,07,45,00,IV,,AZGS
1917,05,28,32.8,-115.3,0.0,03,06,00,5.5,,CDMG
1916,12,12,35.65,-109.1,0.0,12,45,00,VI,,AZGS
1916,03,30,31.34,-110.94,0.0,05,20,00,VI,,AZGS
1915,11,21,32.45,-115.25,0.0,00,13,00,6.6,,CDMG
1915,06,27,33.4,-111.8,0.0,08,30,00,III,,AZGS
1915,06,23,32.8,-115.5,0.0,04,57,00,6.3,,SCEC
1915,06,23,32.8,-115.5,0.0,03,58,00,6.1,,SCEC
1913,12,06,35.25,-112.17,0.0,00,15,00,V,,AZGS
1912,08,18,35.95,-111.95,0.0,21,12,00,6.2,,AEIC
1910,09,24,35.75,-111.5,0.0,04,05,00,6,,AEIC
1908,04,07,30.6,-109.5,0.0,00,00,00,4.8,,Suter
1907,05,26,30.8,-109.25,0.0,03,00,00,5.2,,Suter
1907,02,03,32.72,-114.62,0.0,22,34,00,IV,,AZGS
1906,04,18,32.98,-115.52,0.0,16,30,00,6.2,,SCEC
1906,01,28,35.54,-111.87,0.0,09,15,00,II,,AZGS
1906,01,25,35.2,-111.7,0.0,13,32,00,6.2,,AEIC
1905,11,14,32.72,-114.62,0.0,15,13,00,4,,AZGS
1903,01,23,31.5,-115.0,0.0,22,30,00,6.6,,SCEC
1899,10,07,31.7,-110.1,0.0,02,00,00,III,,AEIC
1899,10,06,31.71,-110.07,0.0,23,30,00,V,,AZGS
1899,09,20,35.19,-114.06,0.0,00,00,00,IV,,AZGS
1893,06,05,31.71,-110.07,0.0,06,40,00,V,,AZGS
1892,07,05,32.72,-114.62,0.0,05,10,00,II,,AZGS
1892,05,28,33.2,-116.2,0.0,06,14,00,6.5,,SCEC
1892,02,23,31.5,-115.6,0.0,23,20,00,7,,SCEC
1892,02,02,35.19,-111.65,0.0,00,30,00,6,,AZGS
1891,07,30,32.0,-115.0,0.0,06,03,00,6,,SCEC
1891,04,26,35.18,-114.52,0.0,20,00,00,III,,AZGS
1890,09,22,32.72,-114.62,0.0,23,13,00,V,,AZGS
