Year,Month,Day,Latitude (N),Longitude (W),Depth (km),Hours,Minutes,Seconds,Mag/Int,Location,Source Catalog
1989,12,07,36.13,-112.03,15.0,23,14,00,2.9,,AEIC
1989,11,28,36.1,-112.2,10.0,18,37,00,3,,AEIC
1989,09,21,36.7543,-112.3998,2.12,15,38,00,3.66,,UU
1989,09,19,36.663,-112.407,5.0,09,46,00,3.7,,NEI
1989,09,15,36.02,-112.21,5.0,12,30,00,2.8,,AEIC
1989,09,12,36.02,-112.29,2.0,06,46,00,2.2,,AEIC
1989,09,06,36.03,-112.37,10.0,18,26,00,2.9,,AEIC
1989,09,06,34.98,-111.01,2.0,17,23,00,2.6,,AEIC
1989,09,06,34.94,-111.0,38.0,14,18,00,2.1,,AEIC
1989,09,06,34.87,-110.99,20.0,12,36,00,3.2,,AEIC
1989,09,06,34.99,-111.0,3.0,12,33,00,2.3,,AEIC
1989,09,06,34.91,-111.17,29.0,12,30,00,2,,AEIC
1989,07,17,34.038,-110.946,5.0,20,10,00,3,,NEI
1989,07,10,34.94,-111.09,18.0,00,31,00,2.4,,AEIC
1989,07,07,36.97,-112.18,5.0,06,49,00,2.9,,USGS_PDE
1989,06,29,36.44,-112.48,10.0,03,09,00,2.4,,AEIC
1989,06,09,31.25,-109.27,10.0,17,03,00,2.8,,AZGS/UA
1989,05,26,30.742,-109.401,5.0,11,52,00,2.5,near Colonia Morelos,AEIC
1989,05,26,30.82,-109.382,5.0,09,08,00,3.7,near Colonia Morelos,AEIC
1989,05,25,34.69,-110.96,5.0,00,29,00,1,,AEIC
1989,05,25,30.8,-109.5,10.0,00,00,00,4.2,,AZGS/UA
1989,05,23,34.743,-111.054,2.1,04,00,00,0.9,,Brumbaugh
1989,05,23,34.74,-111.05,2.0,04,00,00,0.9,,AEIC
1989,05,23,34.67,-110.96,5.0,03,46,00,0.8,,AEIC
1989,05,23,34.666,-110.964,4.5,03,46,00,0.4,,Brumbaugh
1989,05,22,34.78,-111.02,6.0,14,25,00,2,,AEIC
1989,05,22,34.66,-110.94,3.0,07,04,00,1,,AEIC
1989,05,21,34.655,-110.953,2.5,17,33,00,1.1,,Brumbaugh
1989,05,21,34.66,-110.96,4.0,07,33,00,1.1,,AEIC
1989,05,21,34.68,-110.95,5.0,01,31,00,2.5,,AEIC
1989,05,20,34.68,-110.98,8.0,18,10,00,1.7,,AEIC
1989,05,20,34.681,-110.979,7.7,18,10,00,1.7,,Brumbaugh
1989,05,20,34.69,-110.96,6.0,18,10,00,1.1,,AEIC
1989,05,20,34.69,-111.0,6.0,17,01,00,1,,AEIC
1989,05,20,34.68,-110.954,4.8,16,34,00,1.3,,Brumbaugh
1989,05,20,34.68,-110.95,5.0,16,34,00,1.3,,AEIC
1989,05,20,34.681,-110.966,5.0,11,43,00,1.4,,Brumbaugh
1989,05,20,34.68,-110.96,5.0,11,43,00,1.4,,AEIC
1989,05,20,34.689,-110.967,5.1,05,29,00,1,,Brumbaugh
1989,05,20,34.678,-110.957,4.6,01,31,00,2.5,,Brumbaugh
1989,05,20,34.68,-110.95,5.0,01,31,00,2.2,,AEIC
1989,05,20,34.68,-111.0,9.0,00,46,00,2,,AEIC
1989,05,20,34.67,-110.93,4.0,00,12,00,1.8,,AEIC
1989,05,18,34.7,-111.03,10.0,02,35,00,2.5,,AEIC
1989,05,15,35.37,-111.04,10.0,06,03,00,2.2,,AEIC
1989,05,14,35.37,-111.04,10.0,06,10,00,2,,AEIC
1989,05,13,36.5,-111.24,9.0,01,06,00,2.6,,AEIC
1989,05,09,34.68,-111.08,10.0,07,55,00,2,,AEIC
1989,05,08,34.64,-111.04,2.0,03,12,00,2.7,,AEIC
1989,05,04,34.7,-110.92,20.0,22,58,00,2.7,,AEIC
1989,05,04,34.72,-110.95,10.0,22,46,00,2.4,,AEIC
1989,04,30,34.75,-111.05,15.0,16,37,00,2.6,,AEIC
1989,04,26,34.58,-111.18,22.0,23,28,00,2.5,,AEIC
1989,04,20,34.665,-110.99,8.5,09,15,00,1.7,,Brumbaugh
1989,04,19,34.675,-110.967,1.6,11,47,00,1.9,,Brumbaugh
1989,04,19,34.68,-111.065,10.9,08,12,00,2.2,,Brumbaugh
1989,04,19,34.68,-111.07,11.0,08,12,00,2.2,,AEIC
1989,04,19,34.67,-110.99,6.0,02,43,00,2.2,,AEIC
1989,04,18,34.669,-110.925,5.0,10,45,00,3.5,,NEI
1989,04,06,36.046,-114.661,5.0,16,10,00,2.7,,NEI
1989,03,22,37.0225,-112.8168,1.9,11,54,00,2.04,,UU
1989,03,22,37.0008,-112.8872,4.56,11,46,00,2.43,,UU
1989,03,20,36.998,-112.8542,1.74,09,44,00,2.45,,UU
1989,03,15,37.0567,-112.8472,1.99,17,31,00,2.89,,UU
1989,03,13,35.96,-112.17,15.0,06,30,00,0.7,,AEIC
1989,03,13,36.04,-112.23,11.0,05,17,00,0.5,,AEIC
1989,03,13,36.02,-112.24,10.0,02,41,00,0.5,,AEIC
1989,03,12,36.05,-112.22,12.0,20,37,00,1.3,,AEIC
1989,03,12,35.99,-112.23,11.0,12,42,00,0.9,,AEIC
1989,03,12,35.99,-112.24,12.0,12,00,00,0.6,,AEIC
1989,03,12,36.03,-112.24,11.0,11,26,00,1,,AEIC
1989,03,12,36.04,-112.23,11.0,10,52,00,0.5,,AEIC
1989,03,12,36.15,-112.47,16.0,08,32,00,1.1,,AEIC
1989,03,12,36.04,-112.23,11.0,08,09,00,0.9,,AEIC
1989,03,12,35.39,-112.92,16.0,08,07,00,0.6,,AEIC
1989,03,12,36.9757,-112.907,3.96,06,30,00,3.44,,UU
1989,03,12,36.08,-112.29,7.0,03,41,00,1.4,,AEIC
1989,03,12,36.04,-112.24,9.0,02,09,00,1.6,,AEIC
1989,03,11,36.08,-112.26,8.0,18,06,00,0.8,,AEIC
1989,03,11,36.08,-112.22,11.0,15,08,00,1.6,,AEIC
1989,03,11,36.08,-112.23,10.0,11,45,00,1.7,,AEIC
1989,03,11,36.05,-112.23,12.0,11,20,00,0.8,,AEIC
1989,03,10,36.05,-112.21,16.0,23,11,00,1.2,,AEIC
1989,03,10,35.95,-112.23,10.0,18,21,00,0.7,,AEIC
1989,03,10,36.05,-112.25,10.0,17,41,00,0.1,,AEIC
1989,03,10,35.99,-112.3,9.0,17,06,00,0.6,,AEIC
1989,03,10,36.0,-112.23,11.0,15,34,00,0.5,,AEIC
1989,03,10,36.01,-112.23,11.0,15,31,00,2.5,,AEIC
1989,03,10,36.08,-112.19,16.0,13,56,00,0.8,,AEIC
1989,03,10,35.96,-112.25,10.0,13,28,00,0.6,,AEIC
1989,03,10,36.08,-112.24,13.0,12,49,00,0.4,,AEIC
1989,03,10,36.06,-112.23,14.0,11,00,00,2.9,,AEIC
1989,03,10,36.03,-112.23,11.0,09,11,00,1.5,,AEIC
1989,03,10,36.04,-112.23,11.0,07,46,00,1.6,,AEIC
1989,03,10,36.1,-112.23,8.0,03,19,00,1.2,,AEIC
1989,03,10,35.97,-112.21,11.0,02,41,00,0.5,,AEIC
1989,03,10,36.06,-112.22,10.0,02,16,00,0.8,,AEIC
1989,03,09,36.04,-112.21,11.0,17,22,00,0.6,,AEIC
1989,03,09,36.0,-112.25,11.0,16,06,00,0.9,,AEIC
1989,03,09,36.03,-112.23,10.0,15,09,00,1.4,,AEIC
1989,03,09,36.02,-112.24,11.0,13,42,00,0.7,,AEIC
1989,03,09,36.0,-112.24,11.0,13,40,00,0.9,,AEIC
1989,03,09,36.01,-112.24,11.0,12,59,00,1.7,,AEIC
1989,03,09,36.01,-112.25,11.0,12,59,00,0.9,,AEIC
1989,03,09,36.02,-112.25,11.0,12,51,00,1.2,,AEIC
1989,03,09,36.03,-112.22,12.0,12,43,00,1,,AEIC
1989,03,09,36.05,-112.22,13.0,12,16,00,2.7,,AEIC
1989,03,09,37.0528,-112.7317,14.35,10,11,00,2.73,,UU
1989,03,09,36.0,-112.25,11.0,09,26,00,0.9,,AEIC
1989,03,09,36.02,-112.24,11.0,08,17,00,0.8,,AEIC
1989,03,09,36.03,-112.23,12.0,07,40,00,0.7,,AEIC
1989,03,09,36.0,-112.28,12.0,06,44,00,2.1,,AEIC
1989,03,09,36.02,-112.24,12.0,05,24,00,1.2,,AEIC
1989,03,09,36.0,-112.23,12.0,05,17,00,0.9,,AEIC
1989,03,09,36.0,-112.24,11.0,04,25,00,0.6,,AEIC
1989,03,09,36.02,-112.25,11.0,03,32,00,1.5,,AEIC
1989,03,09,36.02,-112.22,12.0,03,26,00,1,,AEIC
1989,03,09,36.03,-112.24,12.0,00,04,00,1.8,,AEIC
1989,03,08,36.0,-112.25,12.0,13,29,00,0.5,,AEIC
1989,03,08,36.03,-112.24,13.0,11,29,00,0.6,,AEIC
1989,03,08,36.02,-112.22,11.0,07,28,00,0.8,,AEIC
1989,03,08,36.01,-112.22,11.0,07,24,00,2.1,,AEIC
1989,03,08,36.04,-112.23,9.0,05,21,00,1.4,,AEIC
1989,03,08,36.01,-112.23,12.0,04,35,00,0.7,,AEIC
1989,03,08,36.15,-112.42,16.0,02,51,00,2.6,,AEIC
1989,03,07,35.98,-112.23,14.0,14,14,00,2.7,,AEIC
1989,03,07,35.98,-112.23,14.0,14,14,00,2.7,,AEIC
1989,03,07,36.0,-112.25,11.0,12,39,00,0.4,,AEIC
1989,03,07,36.0,-112.25,11.0,12,39,00,0.4,,AEIC
1989,03,07,36.01,-112.24,12.0,12,17,00,1,,AEIC
1989,03,07,36.01,-112.24,12.0,12,17,00,1,,AEIC
1989,03,07,36.01,-112.22,12.0,11,08,00,1.7,,AEIC
1989,03,07,36.01,-112.22,12.0,11,08,00,1.7,,AEIC
1989,03,07,36.04,-112.21,12.0,10,25,00,1.9,,AEIC
1989,03,07,36.04,-112.21,12.0,10,25,00,1.9,,AEIC
1989,03,07,36.04,-112.16,7.0,08,24,00,2.8,,AEIC
1989,03,07,36.04,-112.16,7.0,08,24,00,2.8,,AEIC
1989,03,07,36.04,-112.23,13.0,07,59,00,0.9,,AEIC
1989,03,07,36.04,-112.23,13.0,07,59,00,0.9,,AEIC
1989,03,07,35.98,-112.25,10.0,07,07,00,2.1,,AEIC
1989,03,07,35.98,-112.25,10.0,07,07,00,2.1,,AEIC
1989,03,07,35.97,-112.27,12.0,05,25,00,0.5,,AEIC
1989,03,07,35.97,-112.27,12.0,05,25,00,0.5,,AEIC
1989,03,07,36.02,-112.22,11.0,05,03,00,0.7,,AEIC
1989,03,07,36.02,-112.22,11.0,05,03,00,0.7,,AEIC
1989,03,07,36.03,-112.26,14.0,04,08,00,2.3,,AEIC
1989,03,07,36.03,-112.26,14.0,04,08,00,2.3,,AEIC
1989,03,07,35.99,-112.26,11.0,03,21,00,0.6,,AEIC
1989,03,07,35.99,-112.26,11.0,03,21,00,0.6,,AEIC
1989,03,07,36.03,-112.21,13.0,01,59,00,2.2,,AEIC
1989,03,07,36.03,-112.21,13.0,01,59,00,2.2,,AEIC
1989,03,07,36.01,-112.23,12.0,01,53,00,1.3,,AEIC
1989,03,07,36.01,-112.23,12.0,01,53,00,1.3,,AEIC
1989,03,07,36.01,-112.23,11.0,01,41,00,0.7,,AEIC
1989,03,07,36.01,-112.23,11.0,01,41,00,0.7,,AEIC
1989,03,07,36.03,-112.2,8.0,01,19,00,0.5,,AEIC
1989,03,07,36.03,-112.2,8.0,01,19,00,0.5,,AEIC
1989,03,06,35.99,-112.25,12.0,20,46,00,1,,AEIC
1989,03,06,35.99,-112.28,12.0,19,17,00,1.7,,AEIC
1989,03,06,36.04,-112.2,8.0,16,23,00,1.8,,AEIC
1989,03,06,35.97,-112.22,10.0,15,54,00,0.7,,AEIC
1989,03,06,35.98,-112.26,13.0,14,51,00,0.4,,AEIC
1989,03,06,36.06,-112.22,7.0,14,49,00,1.4,,AEIC
1989,03,06,35.98,-112.25,11.0,13,58,00,1.1,,AEIC
1989,03,06,36.0,-112.24,11.0,13,48,00,0.6,,AEIC
1989,03,06,36.03,-112.21,11.0,13,20,00,1.8,,AEIC
1989,03,06,36.0,-112.23,13.0,13,19,00,1,,AEIC
1989,03,06,36.04,-112.21,14.0,13,09,00,2.5,,AEIC
1989,03,06,36.02,-112.22,10.0,13,07,00,1.5,,AEIC
1989,03,06,35.99,-112.28,11.0,10,47,00,0.9,,AEIC
1989,03,06,36.05,-112.19,10.0,10,44,00,0.8,,AEIC
1989,03,06,36.0,-112.25,13.0,10,07,00,1,,AEIC
1989,03,06,36.01,-112.23,11.0,06,45,00,1,,AEIC
1989,03,06,36.04,-112.22,13.0,06,41,00,0.2,,AEIC
1989,03,06,36.05,-112.25,7.0,06,14,00,0.9,,AEIC
1989,03,06,36.11,-112.16,2.0,06,10,00,0.5,,AEIC
1989,03,06,36.0,-112.24,11.0,05,44,00,0.7,,AEIC
1989,03,06,35.95,-112.32,2.0,05,30,00,1.5,,AEIC
1989,03,06,36.01,-112.24,12.0,05,13,00,0.8,,AEIC
1989,03,06,36.0,-112.25,11.0,04,47,00,2,,AEIC
1989,03,06,36.03,-112.25,12.0,04,28,00,0.5,,AEIC
1989,03,06,36.01,-112.22,11.0,04,25,00,1.8,,AEIC
1989,03,06,36.03,-112.21,13.0,04,23,00,0,,AEIC
1989,03,06,36.05,-112.23,8.0,04,08,00,1.2,,AEIC
1989,03,06,36.04,-112.2,12.0,03,46,00,0.4,,AEIC
1989,03,06,36.01,-112.21,12.0,03,30,00,0.7,,AEIC
1989,03,06,36.03,-112.23,13.0,03,16,00,0.5,,AEIC
1989,03,06,36.04,-112.21,12.0,02,58,00,0.5,,AEIC
1989,03,06,36.0,-112.24,10.0,02,45,00,0.9,,AEIC
1989,03,06,36.03,-112.21,12.0,02,43,00,0.5,,AEIC
1989,03,06,36.01,-112.12,12.0,02,42,00,1.2,,AEIC
1989,03,06,36.04,-112.19,11.0,01,37,00,0.4,,AEIC
1989,03,06,35.96,-112.19,8.0,01,36,00,0.7,,AEIC
1989,03,06,36.05,-112.23,11.0,01,32,00,1,,AEIC
1989,03,06,36.02,-112.23,10.0,00,24,00,1.1,,AEIC
1989,03,05,36.04,-112.16,10.0,23,33,00,1.7,,AEIC
1989,03,05,35.96,-112.3,8.0,23,26,00,2.1,,AEIC
1989,03,05,36.07,-112.24,5.0,20,51,00,2.2,,AEIC
1989,03,05,36.09,-112.23,3.0,17,22,00,2,,AEIC
1989,03,05,36.04,-112.16,5.0,14,40,00,2.5,,AEIC
1989,03,05,36.09,-112.13,5.0,09,35,00,2.1,,AEIC
1989,03,05,35.967,-112.279,5.0,09,17,00,3.9,,NEI
1989,03,05,36.02,-112.1,10.0,00,45,00,2.2,,AEIC
1989,03,05,35.952,-112.257,5.0,00,40,00,4,,NEI
1989,03,01,32.306,-114.556,6.0,07,51,00,2.23,,CI
1989,02,20,33.016,-114.573,1.0,11,48,00,2.14,,CI
1989,02,18,33.017,-114.568,0.02,16,19,00,2.19,,CI
1989,02,18,33.014,-114.584,6.0,05,30,00,1.57,,CI
1989,02,17,33.019,-114.567,0.01,02,31,00,2.61,,CI
1989,02,16,35.41,-113.02,9.0,19,37,00,2.4,,AEIC
1989,02,09,32.317,-114.277,27.91,08,01,00,1.4,,CI
1989,02,09,32.456,-114.6,6.0,07,27,00,1.4,,CI
1989,02,09,32.365,-114.579,6.0,02,28,00,1.7,,CI
1989,02,08,32.45,-114.595,6.0,08,37,00,1.6,,CI
1989,02,07,32.481,-114.597,6.0,14,04,00,1.3,,CI
1989,02,07,32.301,-114.534,6.0,01,46,00,2.28,,CI
1989,02,06,32.38,-114.594,6.0,11,54,00,2.46,,CI
1989,02,06,32.432,-114.605,7.12,11,27,00,3.18,,CI
1989,02,06,32.445,-114.59,7.4,11,21,00,1.9,,CI
1989,02,05,32.472,-114.566,11.34,23,22,00,1.5,,CI
1989,02,05,32.452,-114.6,6.0,23,04,00,1.9,,CI
1989,02,05,32.469,-114.554,11.15,22,50,00,1.4,,CI
1989,02,05,32.301,-114.494,6.0,22,37,00,1.9,,CI
1989,02,05,32.465,-114.565,11.66,22,25,00,2.1,,CI
1989,02,05,32.488,-114.592,6.0,22,10,00,2.8,,CI
1989,02,05,32.401,-114.6,6.0,22,05,00,3.4,,CI
1989,02,05,32.405,-114.558,14.14,21,53,00,2.85,,CI
1989,02,05,32.494,-114.626,1.0,21,51,00,3.42,,CI
1989,02,05,32.331,-114.597,6.0,20,15,00,2,,CI
1989,02,05,32.317,-114.595,6.0,19,51,00,1.9,,CI
1989,02,05,32.481,-114.548,12.99,18,45,00,1.3,,CI
1989,02,05,32.447,-114.595,6.0,18,32,00,1.4,,CI
1989,02,05,32.325,-114.604,6.0,18,03,00,2.5,,CI
1989,02,05,32.345,-114.577,6.0,14,38,00,1.5,,CI
1989,02,04,36.7877,-112.954,0.89,12,26,00,3.01,,UU
1988,12,30,35.983,-114.8,5.0,19,55,00,2.7,,NEI
1988,12,29,36.8963,-112.9522,1.37,18,18,00,3.61,,UU
1988,11,10,33.697,-114.29,6.0,00,04,00,2.38,,CI
1988,10,03,36.02,-112.2,5.0,15,14,00,2.5,,AEIC
1988,10,03,35.43,-112.25,4.0,02,02,00,2,,AEIC
1988,09,11,36.06,-112.26,10.0,12,10,00,1.1,,AEIC
1988,09,11,36.05,-112.25,10.0,11,58,00,0.7,,AEIC
1988,09,11,36.04,-112.24,10.0,11,58,00,1.1,,AEIC
1988,09,11,36.03,-112.28,10.0,11,29,00,0.4,,AEIC
1988,09,10,36.04,-112.23,10.0,18,55,00,1.5,,AEIC
1988,09,10,36.07,-112.21,10.0,18,47,00,0.7,,AEIC
1988,09,10,36.03,-112.21,10.0,17,19,00,1.2,,AEIC
1988,09,10,36.03,-112.22,10.0,11,30,00,0.8,,AEIC
1988,09,10,36.04,-112.18,10.0,11,21,00,1.2,,AEIC
1988,09,08,35.99,-112.1,10.0,09,04,00,2,,AEIC
1988,09,08,35.986,-112.28,5.0,03,22,00,3.1,,NEI
1988,09,08,35.994,-112.272,5.0,01,17,00,3.1,,NEI
1988,09,07,36.02,-112.15,10.0,04,15,00,2.1,,AEIC
1988,09,07,36.03,-112.19,6.0,03,22,00,3,,AEIC
1988,09,07,36.02,-112.2,4.0,01,23,00,2.3,,AEIC
1988,09,07,36.01,-112.14,12.0,01,17,00,3.1,,AEIC
1988,09,06,35.981,-112.272,5.0,14,41,00,2.6,,NEI
1988,09,06,35.992,-112.278,5.0,09,43,00,3,,NEI
1988,08,21,34.99,-112.22,31.0,23,24,00,2.6,,AEIC
1988,08,21,37.0315,-113.8823,2.21,23,21,00,3.44,,UU
1988,08,20,36.996,-113.938,5.0,08,14,00,2.8,,NEI
1988,07,15,36.374,-110.448,5.0,00,38,00,3.3,,NEI
1988,07,06,35.927,-114.817,5.0,07,26,00,2.7,,NEI
1988,06,01,36.89,-112.9,10.0,08,31,00,2.8,,AEIC
1988,05,22,36.9253,-112.9952,0.31,19,22,00,3.74,,UU
1988,04,11,36.02,-112.15,10.0,17,34,00,2,,AEIC
1988,02,14,35.59,-111.63,13.0,07,39,00,2.9,,AEIC
1988,02,13,35.59,-111.66,1.0,17,58,00,2.2,,AEIC
1988,02,13,35.6,-111.64,3.0,08,29,00,2.2,,AEIC
1988,01,03,37.005,-112.9035,1.45,03,35,00,2.63,,UU
1988,01,02,37.0095,-112.8942,1.17,23,10,00,3.13,,UU
1988,01,02,37.038,-112.869,1.24,04,04,00,2.94,,UU
1987,11,11,34.65,-112.21,0.0,06,16,00,2.4,,AEIC
1987,10,28,35.46,-111.65,2.0,08,53,00,2.2,,AEIC
1987,10,20,36.54,-110.34,0.0,20,39,00,3,,AEIC
1987,09,20,34.853,-113.732,5.0,11,24,00,3,,NEI
1987,09,20,36.17,-113.16,0.0,00,00,00,3.3,,AEIC
1987,08,06,35.54,-113.25,0.0,19,37,00,2.5,,AEIC
1987,06,16,37.0502,-113.815,65.02,22,47,00,3,,NN
1987,06,05,35.66,-111.56,0.0,21,59,00,2.5,,AEIC
1987,05,09,35.07,-112.06,2.0,19,11,00,1.9,,AEIC
1987,04,19,35.79,-112.16,5.0,03,57,00,2.5,,AEIC
1987,04,15,34.64,-111.21,10.0,07,16,00,3,,AEIC
1987,04,07,34.92,-112.03,33.0,08,44,00,2.1,,AEIC
1987,04,02,35.22,-111.56,11.0,12,49,00,2.6,,AEIC
1987,03,19,35.36,-109.93,0.0,12,20,00,2.5,,AEIC
1987,01,13,36.9977,-113.915,0.03,01,14,00,3.6,,NN
1986,12,29,34.8,-112.14,5.0,20,51,00,-0,,AEIC
1986,12,24,34.92,-112.14,0.0,17,58,00,-0,,AEIC
1986,09,05,36.38,-109.74,2.0,01,24,00,-0,,AEIC
1986,08,22,36.2448,-114.3593,13.05,14,43,00,3,,NN
1986,08,06,36.7998,-112.3447,0.06,05,31,00,2.85,,UU
1986,07,31,36.28,-109.66,38.0,20,37,00,2.6,,AEIC
1986,07,29,35.67,-109.56,20.0,17,42,00,2.6,,AEIC
1986,07,21,35.06,-111.88,3.0,01,09,00,2.1,,AEIC
1986,07,17,34.702,-111.149,5.0,21,13,00,2.6,,NEI
1986,04,05,32.39,-113.8,6.0,18,00,00,3.1,,PAS
1986,03,24,32.48,-114.08,0.0,17,29,00,3.4,,USGS_PDE
1986,02,16,34.8,-112.13,25.0,15,57,00,2.2,,AEIC
1986,01,19,32.55,-114.1,0.0,19,35,00,3.1,,PAS
1985,11,16,36.088,-114.653,5.0,12,06,00,3.1,,NEI
1985,08,12,35.976,-114.644,5.0,21,50,00,3.3,,NEI
1985,07,06,32.429,-114.693,6.0,11,46,00,2.63,,CI
1985,04,14,35.174,-109.071,5.0,21,48,00,3.3,,NEI
1985,03,30,32.5,-114.03,6.0,18,35,00,3.3,,PAS
1985,01,30,34.75,-112.137,5.0,13,47,00,3,,NEI
1985,01,29,35.3,-111.4,0.0,05,37,00,2.7,,AEIC
1985,01,26,35.3,-111.4,0.0,22,04,00,2.3,,AEIC
1985,01,26,34.9,-111.75,0.0,21,55,00,2.5,,AEIC
1985,01,09,36.105,-114.783,5.0,07,29,00,2.6,,NEI
1984,10,20,36.841,-110.3662,4.52,17,27,00,1.6,,UU
1984,07,18,36.216,-111.844,5.0,14,29,00,3,,NEI
1984,07,07,32.46,-114.01,6.0,18,14,00,3.1,,PAS
1984,06,20,36.049,-114.801,6.0,13,37,00,2.7,,CI
1984,06,09,36.7578,-112.3492,1.44,03,49,00,2.56,,UU
1984,04,14,36.997,-113.6015,0.22,16,52,00,2.81,,UU
1984,02,25,35.13,-112.61,0.0,19,43,00,2.5,,AEIC
1983,08,31,36.135,-112.037,5.0,08,10,00,3.3,,NEI
1983,07,27,32.5,-113.97,5.0,18,59,00,2.03,,CISN
1983,07,14,34.62,-113.15,7.0,18,59,00,3.06,,CISN
1983,03,11,35.994,-114.809,5.0,21,05,00,2.6,,NEI
1983,02,23,35.973,-114.711,5.0,11,10,00,3.9,,NEI
1983,02,16,36.04,-114.722,5.0,08,26,00,3,,NEI
1983,02,09,32.7693,-114.3103,6.0,22,44,00,1.6,,CI
1983,02,08,32.6968,-114.7287,6.0,20,09,00,1.9,,CI
1982,12,07,36.023,-114.826,5.0,09,43,00,3.7,,NEI
1982,11,19,36.027,-112.006,5.0,20,57,00,3,,NEI
1982,11,03,35.187,-109.012,5.0,17,54,00,3,,NEI
1982,11,01,36.033,-114.375,5.0,23,14,00,3.3,,NEI
1982,08,31,34.264,-114.047,6.0,15,27,00,1.34,,CI
1982,08,30,34.281,-114.076,6.0,19,04,00,1.18,,CI
1982,08,10,34.268,-114.059,6.0,18,29,00,1.54,,CI
1982,07,14,37.0697,-113.8125,1.7,03,12,00,2.52,,UU
1982,06,01,35.997,-114.816,0.0,11,02,00,2.6,,NN
1982,04,30,36.9388,-112.831,1.33,07,56,00,2.54,,UU
1982,02,11,36.9787,-113.9917,1.76,02,50,00,2.5,,UU
1982,02,02,32.515,-114.759,6.0,11,16,00,3.32,,CI
1982,01,30,34.833,-113.636,13.0,20,54,00,2.2,,CISN
1982,01,28,33.281,-114.609,6.0,18,19,00,1.9,,CI
1982,01,10,34.236,-114.314,6.0,21,39,00,-0,,CI
1982,01,07,37.0667,-112.8182,1.44,16,31,00,1.85,,UU
1982,01,07,36.9453,-112.8798,9.64,16,21,00,2.49,,UU
1981,12,06,35.17,-111.6,0.0,09,09,00,2,,AEIC
1981,11,16,36.9613,-112.5265,0.85,04,32,00,2.71,,UU
1981,11,15,37.0808,-113.5963,0.19,01,26,00,2.12,,UU
1981,10,11,34.307,-113.644,8.0,01,52,00,1.47,,CISN
1981,09,04,34.336,-113.684,10.0,15,07,00,2.3,,CISN
1981,08,28,31.968,-113.587,13.0,06,44,00,2.8,,CISN
1981,07,15,36.3088,-112.2867,11.4,13,50,00,0.4,,Kruger-Knuepfer
1981,07,15,36.3181,-112.2605,7.5,12,19,00,-0.1,,Kruger-Knuepfer
1981,07,15,36.3158,-112.2025,15.0,03,21,00,0.3,,Kruger-Knuepfer
1981,07,15,36.3116,-112.281,12.4,02,39,00,0.3,,Kruger-Knuepfer
1981,07,14,36.8102,-110.3375,0.07,19,29,00,2.98,,UU
1981,07,13,36.3086,-112.2783,10.0,06,13,00,0.7,,Kruger-Knuepfer
1981,07,13,36.3221,-112.2441,9.6,05,22,00,0.2,,Kruger-Knuepfer
1981,07,12,36.3345,-112.2558,8.9,01,58,00,0.4,,Kruger-Knuepfer
1981,07,11,36.3153,-112.2627,11.8,18,50,00,0.8,,Kruger-Knuepfer
1981,07,07,36.3531,-112.2099,19.9,03,19,00,0.3,,Kruger-Knuepfer
1981,07,06,36.314,-112.2751,9.9,11,45,00,0.5,,Kruger-Knuepfer
1981,07,04,36.3053,-112.2646,7.8,19,59,00,2.5,,Kruger-Knuepfer
1981,07,04,36.2689,-112.2569,10.4,19,37,00,-0.2,,Kruger-Knuepfer
1981,07,04,36.3128,-112.277,13.4,17,00,00,0.7,,Kruger-Knuepfer
1981,07,03,36.2826,-112.2057,11.7,12,08,00,0.6,,Kruger-Knuepfer
1981,07,03,36.3185,-112.2831,10.0,08,10,00,0.2,,Kruger-Knuepfer
1981,07,02,36.389,-112.2717,8.4,07,53,00,0.3,,Kruger-Knuepfer
1981,07,01,36.301,-112.201,12.5,18,17,00,0.8,,Kruger-Knuepfer
1981,07,01,36.302,-112.2366,8.5,03,51,00,0.4,,Kruger-Knuepfer
1981,06,30,36.3021,-112.2676,8.7,05,45,00,1,,Kruger-Knuepfer
1981,06,29,36.3003,-112.2522,14.8,21,47,00,1.2,,Kruger-Knuepfer
1981,06,29,36.3077,-112.2543,13.5,08,50,00,0.8,,Kruger-Knuepfer
1981,06,29,36.3049,-112.2498,14.1,04,22,00,0.8,,Kruger-Knuepfer
1981,06,29,36.3069,-112.2781,10.0,03,35,00,0.2,,Kruger-Knuepfer
1981,06,29,36.3079,-112.2906,11.7,03,14,00,0.5,,Kruger-Knuepfer
1981,06,29,36.3057,-112.2403,1.1,00,35,00,-0,,Kruger-Knuepfer
1981,06,29,36.305,-112.2698,7.7,00,10,00,1.1,,Kruger-Knuepfer
1981,06,29,36.2889,-112.2913,11.1,00,08,00,0.3,,Kruger-Knuepfer
1981,06,28,36.2916,-112.2312,14.1,22,21,00,1.1,,Kruger-Knuepfer
1981,06,28,36.303,-112.2723,10.5,00,10,00,0.3,,Kruger-Knuepfer
1981,06,27,36.3349,-112.25,11.3,06,46,00,1.3,,Kruger-Knuepfer
1981,06,27,36.311,-112.2579,13.4,06,45,00,0.8,,Kruger-Knuepfer
1981,06,25,36.3191,-112.1853,19.8,22,33,00,0.6,,Kruger-Knuepfer
1981,06,24,36.3231,-112.1915,16.1,14,25,00,0.9,,Kruger-Knuepfer
1981,06,17,36.3038,-112.3135,4.8,17,33,00,0.3,,Kruger-Knuepfer
